gen,kind,idx,fit,wins,ties,margin,sigma
37,child,19,49961,5,0,-39,0.09720204960565253
37,child,20,50158,5,0,158,0.09720204960565253
37,child,21,50162,5,0,162,0.09720204960565253
37,child,22,60166,6,0,166,0.09720204960565253
37,child,23,60163,6,0,163,0.09720204960565253
38,champ,-1,50182,5,0,182,0.09428598811748296
38,child,0,60238,6,0,238,0.09428598811748296
38,child,1,60247,6,0,247,0.09428598811748296
38,child,2,60181,6,0,181,0.09428598811748296
38,child,3,60323,6,0,323,0.09428598811748296
38,child,4,60167,6,0,167,0.09428598811748296
38,child,5,19848,2,0,-152,0.09428598811748296
38,child,6,60241,6,0,241,0.09428598811748296
38,child,7,60219,6,0,219,0.09428598811748296
38,child,8,60304,6,0,304,0.09428598811748296
38,child,9,50095,5,0,95,0.09428598811748296
38,child,10,60041,6,0,41,0.09428598811748296
38,child,11,60231,6,0,231,0.09428598811748296
38,child,12,60142,6,0,142,0.09428598811748296
38,child,13,50104,5,0,104,0.09428598811748296
38,child,14,60099,6,0,99,0.09428598811748296
38,child,15,50112,5,0,112,0.09428598811748296
38,child,16,60177,6,0,177,0.09428598811748296
38,child,17,50115,5,0,115,0.09428598811748296
38,child,18,52141,5,1,141,0.09428598811748296
38,child,19,60125,6,0,125,0.09428598811748296
38,child,20,60273,6,0,273,0.09428598811748296
38,child,21,29830,3,0,-170,0.09428598811748296
38,child,22,60199,6,0,199,0.09428598811748296
38,child,23,60225,6,0,225,0.09428598811748296
39,champ,-1,60220,6,0,220,0.09145740847395846
39,child,0,60217,6,0,217,0.09145740847395846
39,child,1,39956,4,0,-44,0.09145740847395846
39,child,2,60183,6,0,183,0.09145740847395846
39,child,3,60180,6,0,180,0.09145740847395846
39,child,4,60193,6,0,193,0.09145740847395846
39,child,5,60118,6,0,118,0.09145740847395846
39,child,6,60167,6,0,167,0.09145740847395846
39,child,7,50011,5,0,11,0.09145740847395846
39,child,8,60228,6,0,228,0.09145740847395846
39,child,9,60252,6,0,252,0.09145740847395846
39,child,10,39862,4,0,-138,0.09145740847395846
39,child,11,50090,5,0,90,0.09145740847395846
39,child,12,60282,6,0,282,0.09145740847395846
39,child,13,60201,6,0,201,0.09145740847395846
39,child,14,60301,6,0,301,0.09145740847395846
39,child,15,50160,5,0,160,0.09145740847395846
39,child,16,50089,5,0,89,0.09145740847395846
39,child,17,39952,4,0,-48,0.09145740847395846
39,child,18,60325,6,0,325,0.09145740847395846
39,child,19,60152,6,0,152,0.09145740847395846
39,child,20,60224,6,0,224,0.09145740847395846
39,child,21,50071,5,0,71,0.09145740847395846
39,child,22,60181,6,0,181,0.09145740847395846
39,child,23,50147,5,0,147,0.09145740847395846
40,champ,-1,60228,6,0,228,0.0887136862197397
40,child,0,60118,6,0,118,0.0887136862197397
40,child,1,60076,6,0,76,0.0887136862197397
40,child,2,50109,5,0,109,0.0887136862197397
40,child,3,60224,6,0,224,0.0887136862197397
40,child,4,60216,6,0,216,0.0887136862197397
40,child,5,60178,6,0,178,0.0887136862197397
40,child,6,60110,6,0,110,0.0887136862197397
40,child,7,60112,6,0,112,0.0887136862197397
40,child,8,60266,6,0,266,0.0887136862197397
40,child,9,50125,5,0,125,0.0887136862197397
40,child,10,60277,6,0,277,0.0887136862197397
40,child,11,60151,6,0,151,0.0887136862197397
40,child,12,60225,6,0,225,0.0887136862197397
40,child,13,60216,6,0,216,0.0887136862197397
40,child,14,60199,6,0,199,0.0887136862197397
40,child,15,50044,5,0,44,0.0887136862197397
40,child,16,60246,6,0,246,0.0887136862197397
40,child,17,50221,5,0,221,0.0887136862197397
40,child,18,60033,6,0,33,0.0887136862197397
40,child,19,60296,6,0,296,0.0887136862197397
40,child,20,60211,6,0,211,0.0887136862197397
40,child,21,60232,6,0,232,0.0887136862197397
40,child,22,42154,4,1,154,0.0887136862197397
40,child,23,60204,6,0,204,0.0887136862197397
41,champ,-1,60311,6,0,311,0.0860522756331475
41,child,0,60129,6,0,129,0.0860522756331475
41,child,1,60262,6,0,262,0.0860522756331475
41,child,2,60240,6,0,240,0.0860522756331475
41,child,3,60210,6,0,210,0.0860522756331475
41,child,4,60163,6,0,163,0.0860522756331475
41,child,5,50069,5,0,69,0.0860522756331475
41,child,6,42033,4,1,33,0.0860522756331475
41,child,7,60211,6,0,211,0.0860522756331475
41,child,8,50124,5,0,124,0.0860522756331475
41,child,9,60249,6,0,249,0.0860522756331475
41,child,10,60176,6,0,176,0.0860522756331475
41,child,11,60096,6,0,96,0.0860522756331475
41,child,12,50143,5,0,143,0.0860522756331475
41,child,13,60242,6,0,242,0.0860522756331475
41,child,14,50021,5,0,21,0.0860522756331475
41,child,15,60228,6,0,228,0.0860522756331475
41,child,16,60220,6,0,220,0.0860522756331475
41,child,17,50185,5,0,185,0.0860522756331475
41,child,18,60245,6,0,245,0.0860522756331475
41,child,19,50109,5,0,109,0.0860522756331475
41,child,20,50138,5,0,138,0.0860522756331475
41,child,21,60217,6,0,217,0.0860522756331475
41,child,22,60222,6,0,222,0.0860522756331475
41,child,23,60166,6,0,166,0.0860522756331475
42,champ,-1,60305,6,0,305,0.08347070736415307
42,child,0,50180,5,0,180,0.08347070736415307
42,child,1,60228,6,0,228,0.08347070736415307
42,child,2,50123,5,0,123,0.08347070736415307
42,child,3,60111,6,0,111,0.08347070736415307
42,child,4,60210,6,0,210,0.08347070736415307
42,child,5,60220,6,0,220,0.08347070736415307
42,child,6,50151,5,0,151,0.08347070736415307
42,child,7,50106,5,0,106,0.08347070736415307
42,child,8,50218,5,0,218,0.08347070736415307
42,child,9,49954,5,0,-46,0.08347070736415307
42,child,10,60260,6,0,260,0.08347070736415307
42,child,11,60214,6,0,214,0.08347070736415307
42,child,12,60174,6,0,174,0.08347070736415307
42,child,13,60150,6,0,150,0.08347070736415307
42,child,14,52134,5,1,134,0.08347070736415307
42,child,15,39879,4,0,-121,0.08347070736415307
42,child,16,50081,5,0,81,0.08347070736415307
42,child,17,50154,5,0,154,0.08347070736415307
42,child,18,50086,5,0,86,0.08347070736415307
42,child,19,60094,6,0,94,0.08347070736415307
42,child,20,60247,6,0,247,0.08347070736415307
42,child,21,40052,4,0,52,0.08347070736415307
42,child,22,50095,5,0,95,0.08347070736415307
42,child,23,50198,5,0,198,0.08347070736415307
43,champ,-1,60233,6,0,233,0.08096658614322848
43,child,0,50011,5,0,11,0.08096658614322848
43,child,1,60266,6,0,266,0.08096658614322848
43,child,2,60150,6,0,150,0.08096658614322848
43,child,3,60250,6,0,250,0.08096658614322848
43,child,4,50160,5,0,160,0.08096658614322848
43,child,5,52117,5,1,117,0.08096658614322848
43,child,6,50004,5,0,4,0.08096658614322848
43,child,7,50132,5,0,132,0.08096658614322848
43,child,8,50085,5,0,85,0.08096658614322848
43,child,9,50226,5,0,226,0.08096658614322848
43,child,10,50217,5,0,217,0.08096658614322848
43,child,11,50125,5,0,125,0.08096658614322848
43,child,12,60257,6,0,257,0.08096658614322848
43,child,13,50136,5,0,136,0.08096658614322848
43,child,14,50063,5,0,63,0.08096658614322848
43,child,15,60165,6,0,165,0.08096658614322848
43,child,16,60248,6,0,248,0.08096658614322848
43,child,17,60167,6,0,167,0.08096658614322848
43,child,18,60168,6,0,168,0.08096658614322848
43,child,19,39912,4,0,-88,0.08096658614322848
43,child,20,29923,3,0,-77,0.08096658614322848
43,child,21,60235,6,0,235,0.08096658614322848
43,child,22,60142,6,0,142,0.08096658614322848
43,child,23,50147,5,0,147,0.08096658614322848
44,champ,-1,60142,6,0,142,0.07853758855893161
44,child,0,52191,5,1,191,0.07853758855893161
44,child,1,50164,5,0,164,0.07853758855893161
44,child,2,60177,6,0,177,0.07853758855893161
44,child,3,60054,6,0,54,0.07853758855893161
44,child,4,60162,6,0,162,0.07853758855893161
44,child,5,40056,4,0,56,0.07853758855893161
44,child,6,60232,6,0,232,0.07853758855893161
44,child,7,60164,6,0,164,0.07853758855893161
44,child,8,60167,6,0,167,0.07853758855893161
44,child,9,60256,6,0,256,0.07853758855893161
44,child,10,49960,5,0,-40,0.07853758855893161
44,child,11,60167,6,0,167,0.07853758855893161
44,child,12,60256,6,0,256,0.07853758855893161
44,child,13,50221,5,0,221,0.07853758855893161
44,child,14,50102,5,0,102,0.07853758855893161
44,child,15,60184,6,0,184,0.07853758855893161
44,child,16,60275,6,0,275,0.07853758855893161
44,child,17,42102,4,1,102,0.07853758855893161
44,child,18,50229,5,0,229,0.07853758855893161
44,child,19,60243,6,0,243,0.07853758855893161
44,child,20,60136,6,0,136,0.07853758855893161
44,child,21,60181,6,0,181,0.07853758855893161
44,child,22,60240,6,0,240,0.07853758855893161
44,child,23,60260,6,0,260,0.07853758855893161
45,champ,-1,40110,4,0,110,0.07618146090216367
45,child,0,60176,6,0,176,0.07618146090216367
45,child,1,50149,5,0,149,0.07618146090216367
45,child,2,60164,6,0,164,0.07618146090216367
45,child,3,50041,5,0,41,0.07618146090216367
45,child,4,29831,3,0,-169,0.07618146090216367
45,child,5,50262,5,0,262,0.07618146090216367
45,child,6,60164,6,0,164,0.07618146090216367
45,child,7,50097,5,0,97,0.07618146090216367
45,child,8,60144,6,0,144,0.07618146090216367
45,child,9,40001,4,0,1,0.07618146090216367
45,child,10,60258,6,0,258,0.07618146090216367
45,child,11,50138,5,0,138,0.07618146090216367
45,child,12,60255,6,0,255,0.07618146090216367
45,child,13,60183,6,0,183,0.07618146090216367
45,child,14,50101,5,0,101,0.07618146090216367
45,child,15,60214,6,0,214,0.07618146090216367
45,child,16,60190,6,0,190,0.07618146090216367
45,child,17,60186,6,0,186,0.07618146090216367
45,child,18,60145,6,0,145,0.07618146090216367
45,child,19,60171,6,0,171,0.07618146090216367
45,child,20,60255,6,0,255,0.07618146090216367
45,child,21,60281,6,0,281,0.07618146090216367
45,child,22,60182,6,0,182,0.07618146090216367
45,child,23,40112,4,0,112,0.07618146090216367
46,champ,-1,60184,6,0,184,0.07389601707509875
46,child,0,50065,5,0,65,0.07389601707509875
46,child,1,60275,6,0,275,0.07389601707509875
46,child,2,60227,6,0,227,0.07389601707509875
46,child,3,50133,5,0,133,0.07389601707509875
46,child,4,60252,6,0,252,0.07389601707509875
46,child,5,60254,6,0,254,0.07389601707509875
46,child,6,39956,4,0,-44,0.07389601707509875
46,child,7,60211,6,0,211,0.07389601707509875
46,child,8,60285,6,0,285,0.07389601707509875
46,child,9,60161,6,0,161,0.07389601707509875
46,child,10,60230,6,0,230,0.07389601707509875
46,child,11,60216,6,0,216,0.07389601707509875
46,child,12,29990,3,0,-10,0.07389601707509875
46,child,13,50119,5,0,119,0.07389601707509875
46,child,14,60139,6,0,139,0.07389601707509875
46,child,15,60208,6,0,208,0.07389601707509875
46,child,16,60279,6,0,279,0.07389601707509875
46,child,17,60304,6,0,304,0.07389601707509875
46,child,18,60122,6,0,122,0.07389601707509875
46,child,19,50137,5,0,137,0.07389601707509875
46,child,20,60165,6,0,165,0.07389601707509875
46,child,21,50130,5,0,130,0.07389601707509875
46,child,22,60186,6,0,186,0.07389601707509875
46,child,23,60213,6,0,213,0.07389601707509875
47,champ,-1,60237,6,0,237,0.07167913656284579
47,child,0,60248,6,0,248,0.07167913656284579
47,child,1,60194,6,0,194,0.07167913656284579
47,child,2,60167,6,0,167,0.07167913656284579
47,child,3,60185,6,0,185,0.07167913656284579
47,child,4,60273,6,0,273,0.07167913656284579
47,child,5,60189,6,0,189,0.07167913656284579
47,child,6,60215,6,0,215,0.07167913656284579
47,child,7,50071,5,0,71,0.07167913656284579
47,child,8,50110,5,0,110,0.07167913656284579
47,child,9,60239,6,0,239,0.07167913656284579
47,child,10,60296,6,0,296,0.07167913656284579
47,child,11,60245,6,0,245,0.07167913656284579
47,child,12,60159,6,0,159,0.07167913656284579
47,child,13,50206,5,0,206,0.07167913656284579
47,child,14,40064,4,0,64,0.07167913656284579
47,child,15,60208,6,0,208,0.07167913656284579
47,child,16,60142,6,0,142,0.07167913656284579
47,child,17,50187,5,0,187,0.07167913656284579
47,child,18,50086,5,0,86,0.07167913656284579
47,child,19,60241,6,0,241,0.07167913656284579
47,child,20,60216,6,0,216,0.07167913656284579
47,child,21,60197,6,0,197,0.07167913656284579
47,child,22,50174,5,0,174,0.07167913656284579
47,child,23,50034,5,0,34,0.07167913656284579
48,champ,-1,60247,6,0,247,0.06952876246596042
48,child,0,60211,6,0,211,0.06952876246596042
48,child,1,60228,6,0,228,0.06952876246596042
48,child,2,29888,3,0,-112,0.06952876246596042
48,child,3,60252,6,0,252,0.06952876246596042
48,child,4,40058,4,0,58,0.06952876246596042
48,child,5,60179,6,0,179,0.06952876246596042
48,child,6,60162,6,0,162,0.06952876246596042
48,child,7,60215,6,0,215,0.06952876246596042
48,child,8,60222,6,0,222,0.06952876246596042
48,child,9,29890,3,0,-110,0.06952876246596042
48,child,10,60163,6,0,163,0.06952876246596042
48,child,11,60207,6,0,207,0.06952876246596042
48,child,12,60148,6,0,148,0.06952876246596042
48,child,13,60143,6,0,143,0.06952876246596042
48,child,14,29960,3,0,-40,0.06952876246596042
48,child,15,60128,6,0,128,0.06952876246596042
48,child,16,60164,6,0,164,0.06952876246596042
48,child,17,60192,6,0,192,0.06952876246596042
48,child,18,60197,6,0,197,0.06952876246596042
48,child,19,50035,5,0,35,0.06952876246596042
48,child,20,60244,6,0,244,0.06952876246596042
48,child,21,60197,6,0,197,0.06952876246596042
48,child,22,39987,4,0,-13,0.06952876246596042
48,child,23,60272,6,0,272,0.06952876246596042
49,champ,-1,60227,6,0,227,0.0674428995919816
49,child,0,60166,6,0,166,0.0674428995919816
49,child,1,60230,6,0,230,0.0674428995919816
49,child,2,50185,5,0,185,0.0674428995919816
49,child,3,40014,4,0,14,0.0674428995919816
49,child,4,60318,6,0,318,0.0674428995919816
49,child,5,50039,5,0,39,0.0674428995919816
49,child,6,39868,4,0,-132,0.0674428995919816
49,child,7,39988,4,0,-12,0.0674428995919816
49,child,8,60303,6,0,303,0.0674428995919816
49,child,9,50128,5,0,128,0.0674428995919816
49,child,10,60173,6,0,173,0.0674428995919816
49,child,11,40059,4,0,59,0.0674428995919816
49,child,12,60205,6,0,205,0.0674428995919816
49,child,13,29982,3,0,-18,0.0674428995919816
49,child,14,60263,6,0,263,0.0674428995919816
49,child,15,60302,6,0,302,0.0674428995919816
49,child,16,60248,6,0,248,0.0674428995919816
49,child,17,50178,5,0,178,0.0674428995919816
49,child,18,60120,6,0,120,0.0674428995919816
49,child,19,50169,5,0,169,0.0674428995919816
49,child,20,60237,6,0,237,0.0674428995919816
49,child,21,60269,6,0,269,0.0674428995919816
49,child,22,42048,4,1,48,0.0674428995919816
49,child,23,60222,6,0,222,0.0674428995919816
50,champ,-1,50096,5,0,96,0.06541961260422215
50,child,0,60226,6,0,226,0.06541961260422215
50,child,1,50153,5,0,153,0.06541961260422215
50,child,2,60122,6,0,122,0.06541961260422215
50,child,3,60123,6,0,123,0.06541961260422215
50,child,4,60270,6,0,270,0.06541961260422215
50,child,5,60209,6,0,209,0.06541961260422215
50,child,6,60317,6,0,317,0.06541961260422215
50,child,7,60166,6,0,166,0.06541961260422215
50,child,8,50182,5,0,182,0.06541961260422215
50,child,9,50094,5,0,94,0.06541961260422215
50,child,10,60217,6,0,217,0.06541961260422215
50,child,11,50019,5,0,19,0.06541961260422215
50,child,12,60225,6,0,225,0.06541961260422215
50,child,13,50057,5,0,57,0.06541961260422215
50,child,14,50259,5,0,259,0.06541961260422215
50,child,15,60204,6,0,204,0.06541961260422215
50,child,16,60181,6,0,181,0.06541961260422215
50,child,17,60212,6,0,212,0.06541961260422215
50,child,18,60284,6,0,284,0.06541961260422215
50,child,19,39990,4,0,-10,0.06541961260422215
50,child,20,60384,6,0,384,0.06541961260422215
50,child,21,60167,6,0,167,0.06541961260422215
50,child,22,60201,6,0,201,0.06541961260422215
50,child,23,29966,3,0,-34,0.06541961260422215
