gen,kind,idx,fit,wins,ties,margin,sigma
13,child,11,-469,0,0,-469,0.2518419355133446
13,child,12,-461,0,0,-461,0.2518419355133446
13,child,13,-523,0,0,-523,0.2518419355133446
13,child,14,-536,0,0,-536,0.2518419355133446
13,child,15,9603,1,0,-397,0.2518419355133446
13,child,16,11562,1,1,-438,0.2518419355133446
13,child,17,-541,0,0,-541,0.2518419355133446
13,child,18,9577,1,0,-423,0.2518419355133446
13,child,19,-391,0,0,-391,0.2518419355133446
13,child,20,-510,0,0,-510,0.2518419355133446
13,child,21,9450,1,0,-550,0.2518419355133446
13,child,22,-533,0,0,-533,0.2518419355133446
13,child,23,9615,1,0,-385,0.2518419355133446
14,champ,-1,-491,0,0,-491,0.24554588712551098
14,child,0,-581,0,0,-581,0.24554588712551098
14,child,1,-672,0,0,-672,0.24554588712551098
14,child,2,19416,2,0,-584,0.24554588712551098
14,child,3,9557,1,0,-443,0.24554588712551098
14,child,4,11547,1,1,-453,0.24554588712551098
14,child,5,9546,1,0,-454,0.24554588712551098
14,child,6,9521,1,0,-479,0.24554588712551098
14,child,7,1538,0,1,-462,0.24554588712551098
14,child,8,9473,1,0,-527,0.24554588712551098
14,child,9,9548,1,0,-452,0.24554588712551098
14,child,10,9422,1,0,-578,0.24554588712551098
14,child,11,-587,0,0,-587,0.24554588712551098
14,child,12,-413,0,0,-413,0.24554588712551098
14,child,13,-544,0,0,-544,0.24554588712551098
14,child,14,9534,1,0,-466,0.24554588712551098
14,child,15,9386,1,0,-614,0.24554588712551098
14,child,16,19631,2,0,-369,0.24554588712551098
14,child,17,9399,1,0,-601,0.24554588712551098
14,child,18,19541,2,0,-459,0.24554588712551098
14,child,19,-573,0,0,-573,0.24554588712551098
14,child,20,9526,1,0,-474,0.24554588712551098
14,child,21,-638,0,0,-638,0.24554588712551098
14,child,22,-649,0,0,-649,0.24554588712551098
14,child,23,19605,2,0,-395,0.24554588712551098
15,champ,-1,1577,0,1,-423,0.2394072399473732
15,child,0,-628,0,0,-628,0.2394072399473732
15,child,1,41744,4,1,-256,0.2394072399473732
15,child,2,9563,1,0,-437,0.2394072399473732
15,child,3,9507,1,0,-493,0.2394072399473732
15,child,4,9557,1,0,-443,0.2394072399473732
15,child,5,9550,1,0,-450,0.2394072399473732
15,child,6,19707,2,0,-293,0.2394072399473732
15,child,7,-635,0,0,-635,0.2394072399473732
15,child,8,-452,0,0,-452,0.2394072399473732
15,child,9,-593,0,0,-593,0.2394072399473732
15,child,10,9558,1,0,-442,0.2394072399473732
15,child,11,9740,1,0,-260,0.2394072399473732
15,child,12,-446,0,0,-446,0.2394072399473732
15,child,13,9486,1,0,-514,0.2394072399473732
15,child,14,-428,0,0,-428,0.2394072399473732
15,child,15,-482,0,0,-482,0.2394072399473732
15,child,16,19598,2,0,-402,0.2394072399473732
15,child,17,-608,0,0,-608,0.2394072399473732
15,child,18,19668,2,0,-332,0.2394072399473732
15,child,19,9534,1,0,-466,0.2394072399473732
15,child,20,-497,0,0,-497,0.2394072399473732
15,child,21,-493,0,0,-493,0.2394072399473732
15,child,22,-470,0,0,-470,0.2394072399473732
15,child,23,9596,1,0,-404,0.2394072399473732
16,champ,-1,19689,2,0,-311,0.23342205894868887
16,child,0,-395,0,0,-395,0.23342205894868887
16,child,1,9566,1,0,-434,0.23342205894868887
16,child,2,19676,2,0,-324,0.23342205894868887
16,child,3,29564,3,0,-436,0.23342205894868887
16,child,4,9571,1,0,-429,0.23342205894868887
16,child,5,9583,1,0,-417,0.23342205894868887
16,child,6,-610,0,0,-610,0.23342205894868887
16,child,7,-383,0,0,-383,0.23342205894868887
16,child,8,29644,3,0,-356,0.23342205894868887
16,child,9,-511,0,0,-511,0.23342205894868887
16,child,10,19632,2,0,-368,0.23342205894868887
16,child,11,-570,0,0,-570,0.23342205894868887
16,child,12,-447,0,0,-447,0.23342205894868887
16,child,13,9573,1,0,-427,0.23342205894868887
16,child,14,-362,0,0,-362,0.23342205894868887
16,child,15,-513,0,0,-513,0.23342205894868887
16,child,16,-484,0,0,-484,0.23342205894868887
16,child,17,-548,0,0,-548,0.23342205894868887
16,child,18,9437,1,0,-563,0.23342205894868887
16,child,19,19546,2,0,-454,0.23342205894868887
16,child,20,11590,1,1,-410,0.23342205894868887
16,child,21,23657,2,2,-343,0.23342205894868887
16,child,22,19546,2,0,-454,0.23342205894868887
16,child,23,9703,1,0,-297,0.23342205894868887
17,champ,-1,9487,1,0,-513,0.22758650747497164
17,child,0,19640,2,0,-360,0.22758650747497164
17,child,1,9518,1,0,-482,0.22758650747497164
17,child,2,19634,2,0,-366,0.22758650747497164
17,child,3,-505,0,0,-505,0.22758650747497164
17,child,4,-375,0,0,-375,0.22758650747497164
17,child,5,11654,1,1,-346,0.22758650747497164
17,child,6,29774,3,0,-226,0.22758650747497164
17,child,7,9608,1,0,-392,0.22758650747497164
17,child,8,9669,1,0,-331,0.22758650747497164
17,child,9,29610,3,0,-390,0.22758650747497164
17,child,10,9602,1,0,-398,0.22758650747497164
17,child,11,9599,1,0,-401,0.22758650747497164
17,child,12,19611,2,0,-389,0.22758650747497164
17,child,13,9486,1,0,-514,0.22758650747497164
17,child,14,-406,0,0,-406,0.22758650747497164
17,child,15,1643,0,1,-357,0.22758650747497164
17,child,16,19666,2,0,-334,0.22758650747497164
17,child,17,19642,2,0,-358,0.22758650747497164
17,child,18,29685,3,0,-315,0.22758650747497164
17,child,19,9557,1,0,-443,0.22758650747497164
17,child,20,19686,2,0,-314,0.22758650747497164
17,child,21,9615,1,0,-385,0.22758650747497164
17,child,22,9555,1,0,-445,0.22758650747497164
17,child,23,19652,2,0,-348,0.22758650747497164
18,champ,-1,39811,4,0,-189,0.22189684478809735
18,child,0,21692,2,1,-308,0.22189684478809735
18,child,1,9580,1,0,-420,0.22189684478809735
18,child,2,19567,2,0,-433,0.22189684478809735
18,child,3,19681,2,0,-319,0.22189684478809735
18,child,4,29596,3,0,-404,0.22189684478809735
18,child,5,-514,0,0,-514,0.22189684478809735
18,child,6,19642,2,0,-358,0.22189684478809735
18,child,7,19526,2,0,-474,0.22189684478809735
18,child,8,-566,0,0,-566,0.22189684478809735
18,child,9,9497,1,0,-503,0.22189684478809735
18,child,10,9537,1,0,-463,0.22189684478809735
18,child,11,-441,0,0,-441,0.22189684478809735
18,child,12,-431,0,0,-431,0.22189684478809735
18,child,13,-367,0,0,-367,0.22189684478809735
18,child,14,-403,0,0,-403,0.22189684478809735
18,child,15,-513,0,0,-513,0.22189684478809735
18,child,16,19749,2,0,-251,0.22189684478809735
18,child,17,9441,1,0,-559,0.22189684478809735
18,child,18,11569,1,1,-431,0.22189684478809735
18,child,19,-443,0,0,-443,0.22189684478809735
18,child,20,1588,0,1,-412,0.22189684478809735
18,child,21,-409,0,0,-409,0.22189684478809735
18,child,22,9449,1,0,-551,0.22189684478809735
18,child,23,-543,0,0,-543,0.22189684478809735
19,champ,-1,19661,2,0,-339,0.2163494236683949
19,child,0,-526,0,0,-526,0.2163494236683949
19,child,1,9691,1,0,-309,0.2163494236683949
19,child,2,9556,1,0,-444,0.2163494236683949
19,child,3,9619,1,0,-381,0.2163494236683949
19,child,4,9606,1,0,-394,0.2163494236683949
19,child,5,-424,0,0,-424,0.2163494236683949
19,child,6,19613,2,0,-387,0.2163494236683949
19,child,7,-472,0,0,-472,0.2163494236683949
19,child,8,-534,0,0,-534,0.2163494236683949
19,child,9,-422,0,0,-422,0.2163494236683949
19,child,10,29743,3,0,-257,0.2163494236683949
19,child,11,-362,0,0,-362,0.2163494236683949
19,child,12,19737,2,0,-263,0.2163494236683949
19,child,13,9540,1,0,-460,0.2163494236683949
19,child,14,29557,3,0,-443,0.2163494236683949
19,child,15,1586,0,1,-414,0.2163494236683949
19,child,16,9602,1,0,-398,0.2163494236683949
19,child,17,9577,1,0,-423,0.2163494236683949
19,child,18,-486,0,0,-486,0.2163494236683949
19,child,19,19658,2,0,-342,0.2163494236683949
19,child,20,-396,0,0,-396,0.2163494236683949
19,child,21,9647,1,0,-353,0.2163494236683949
19,child,22,9532,1,0,-468,0.2163494236683949
19,child,23,9595,1,0,-405,0.2163494236683949
20,champ,-1,29768,3,0,-232,0.21094068807668503
20,child,0,9485,1,0,-515,0.21094068807668503
20,child,1,9616,1,0,-384,0.21094068807668503
20,child,2,39772,4,0,-228,0.21094068807668503
20,child,3,-508,0,0,-508,0.21094068807668503
20,child,4,-297,0,0,-297,0.21094068807668503
20,child,5,39768,4,0,-232,0.21094068807668503
20,child,6,9686,1,0,-314,0.21094068807668503
20,child,7,9484,1,0,-516,0.21094068807668503
20,child,8,1458,0,1,-542,0.21094068807668503
20,child,9,9543,1,0,-457,0.21094068807668503
20,child,10,19586,2,0,-414,0.21094068807668503
20,child,11,-535,0,0,-535,0.21094068807668503
20,child,12,11587,1,1,-413,0.21094068807668503
20,child,13,-530,0,0,-530,0.21094068807668503
20,child,14,-658,0,0,-658,0.21094068807668503
20,child,15,19616,2,0,-384,0.21094068807668503
20,child,16,-470,0,0,-470,0.21094068807668503
20,child,17,9532,1,0,-468,0.21094068807668503
20,child,18,19590,2,0,-410,0.21094068807668503
20,child,19,9586,1,0,-414,0.21094068807668503
20,child,20,9589,1,0,-411,0.21094068807668503
20,child,21,-476,0,0,-476,0.21094068807668503
20,child,22,19733,2,0,-267,0.21094068807668503
20,child,23,39797,4,0,-203,0.21094068807668503
21,champ,-1,31775,3,1,-225,0.2056671708747679
21,child,0,9627,1,0,-373,0.2056671708747679
21,child,1,19755,2,0,-245,0.2056671708747679
21,child,2,9633,1,0,-367,0.2056671708747679
21,child,3,19709,2,0,-291,0.2056671708747679
21,child,4,19750,2,0,-250,0.2056671708747679
21,child,5,9640,1,0,-360,0.2056671708747679
21,child,6,9559,1,0,-441,0.2056671708747679
21,child,7,19747,2,0,-253,0.2056671708747679
21,child,8,19780,2,0,-220,0.2056671708747679
21,child,9,9730,1,0,-270,0.2056671708747679
21,child,10,9647,1,0,-353,0.2056671708747679
21,child,11,21775,2,1,-225,0.2056671708747679
21,child,12,19668,2,0,-332,0.2056671708747679
21,child,13,29769,3,0,-231,0.2056671708747679
21,child,14,9615,1,0,-385,0.2056671708747679
21,child,15,29700,3,0,-300,0.2056671708747679
21,child,16,29707,3,0,-293,0.2056671708747679
21,child,17,9578,1,0,-422,0.2056671708747679
21,child,18,-414,0,0,-414,0.2056671708747679
21,child,19,29710,3,0,-290,0.2056671708747679
21,child,20,9661,1,0,-339,0.2056671708747679
21,child,21,-418,0,0,-418,0.2056671708747679
21,child,22,19554,2,0,-446,0.2056671708747679
21,child,23,-440,0,0,-440,0.2056671708747679
22,champ,-1,39775,4,0,-225,0.2005254916028987
22,child,0,9664,1,0,-336,0.2005254916028987
22,child,1,9560,1,0,-440,0.2005254916028987
22,child,2,9683,1,0,-317,0.2005254916028987
22,child,3,21656,2,1,-344,0.2005254916028987
22,child,4,19812,2,0,-188,0.2005254916028987
22,child,5,-455,0,0,-455,0.2005254916028987
22,child,6,19701,2,0,-299,0.2005254916028987
22,child,7,-335,0,0,-335,0.2005254916028987
22,child,8,9580,1,0,-420,0.2005254916028987
22,child,9,9616,1,0,-384,0.2005254916028987
22,child,10,11526,1,1,-474,0.2005254916028987
22,child,11,39647,4,0,-353,0.2005254916028987
22,child,12,9600,1,0,-400,0.2005254916028987
22,child,13,9564,1,0,-436,0.2005254916028987
22,child,14,-425,0,0,-425,0.2005254916028987
22,child,15,-332,0,0,-332,0.2005254916028987
22,child,16,9650,1,0,-350,0.2005254916028987
22,child,17,9594,1,0,-406,0.2005254916028987
22,child,18,19708,2,0,-292,0.2005254916028987
22,child,19,11680,1,1,-320,0.2005254916028987
22,child,20,-436,0,0,-436,0.2005254916028987
22,child,21,39836,4,0,-164,0.2005254916028987
22,child,22,31843,3,1,-157,0.2005254916028987
22,child,23,9707,1,0,-293,0.2005254916028987
23,champ,-1,11726,1,1,-274,0.19551235431282624
23,child,0,19657,2,0,-343,0.19551235431282624
23,child,1,19639,2,0,-361,0.19551235431282624
23,child,2,9675,1,0,-325,0.19551235431282624
23,child,3,29752,3,0,-248,0.19551235431282624
23,child,4,29781,3,0,-219,0.19551235431282624
23,child,5,19705,2,0,-295,0.19551235431282624
23,child,6,9704,1,0,-296,0.19551235431282624
23,child,7,19745,2,0,-255,0.19551235431282624
23,child,8,-458,0,0,-458,0.19551235431282624
23,child,9,-365,0,0,-365,0.19551235431282624
23,child,10,9513,1,0,-487,0.19551235431282624
23,child,11,19630,2,0,-370,0.19551235431282624
23,child,12,29668,3,0,-332,0.19551235431282624
23,child,13,9472,1,0,-528,0.19551235431282624
23,child,14,9644,1,0,-356,0.19551235431282624
23,child,15,9718,1,0,-282,0.19551235431282624
23,child,16,11617,1,1,-383,0.19551235431282624
23,child,17,-357,0,0,-357,0.19551235431282624
23,child,18,39707,4,0,-293,0.19551235431282624
23,child,19,19685,2,0,-315,0.19551235431282624
23,child,20,-560,0,0,-560,0.19551235431282624
23,child,21,21660,2,1,-340,0.19551235431282624
23,child,22,-424,0,0,-424,0.19551235431282624
23,child,23,19681,2,0,-319,0.19551235431282624
24,champ,-1,19683,2,0,-317,0.19062454545500557
24,child,0,29718,3,0,-282,0.19062454545500557
24,child,1,31748,3,1,-252,0.19062454545500557
24,child,2,29824,3,0,-176,0.19062454545500557
24,child,3,9597,1,0,-403,0.19062454545500557
24,child,4,-217,0,0,-217,0.19062454545500557
24,child,5,9718,1,0,-282,0.19062454545500557
24,child,6,19670,2,0,-330,0.19062454545500557
24,child,7,9480,1,0,-520,0.19062454545500557
24,child,8,-394,0,0,-394,0.19062454545500557
24,child,9,31713,3,1,-287,0.19062454545500557
24,child,10,11525,1,1,-475,0.19062454545500557
24,child,11,9556,1,0,-444,0.19062454545500557
24,child,12,1529,0,1,-471,0.19062454545500557
24,child,13,19596,2,0,-404,0.19062454545500557
24,child,14,9695,1,0,-305,0.19062454545500557
24,child,15,9647,1,0,-353,0.19062454545500557
24,child,16,-428,0,0,-428,0.19062454545500557
24,child,17,31654,3,1,-346,0.19062454545500557
24,child,18,19685,2,0,-315,0.19062454545500557
24,child,19,9735,1,0,-265,0.19062454545500557
24,child,20,29777,3,0,-223,0.19062454545500557
24,child,21,31809,3,1,-191,0.19062454545500557
24,child,22,9479,1,0,-521,0.19062454545500557
24,child,23,9609,1,0,-391,0.19062454545500557
25,champ,-1,29735,3,0,-265,0.18585893181863042
25,child,0,21663,2,1,-337,0.18585893181863042
25,child,1,19693,2,0,-307,0.18585893181863042
25,child,2,39690,4,0,-310,0.18585893181863042
25,child,3,9634,1,0,-366,0.18585893181863042
25,child,4,9683,1,0,-317,0.18585893181863042
25,child,5,29741,3,0,-259,0.18585893181863042
25,child,6,9565,1,0,-435,0.18585893181863042
25,child,7,19646,2,0,-354,0.18585893181863042
25,child,8,9572,1,0,-428,0.18585893181863042
25,child,9,9504,1,0,-496,0.18585893181863042
25,child,10,9634,1,0,-366,0.18585893181863042
25,child,11,29721,3,0,-279,0.18585893181863042
25,child,12,-493,0,0,-493,0.18585893181863042
25,child,13,29663,3,0,-337,0.18585893181863042
25,child,14,11552,1,1,-448,0.18585893181863042
25,child,15,19624,2,0,-376,0.18585893181863042
25,child,16,49828,5,0,-172,0.18585893181863042
25,child,17,29706,3,0,-294,0.18585893181863042
25,child,18,19714,2,0,-286,0.18585893181863042
25,child,19,9635,1,0,-365,0.18585893181863042
25,child,20,-405,0,0,-405,0.18585893181863042
25,child,21,9559,1,0,-441,0.18585893181863042
25,child,22,9544,1,0,-456,0.18585893181863042
25,child,23,9663,1,0,-337,0.18585893181863042
26,champ,-1,9727,1,0,-273,0.18121245852316464
26,child,0,19633,2,0,-367,0.18121245852316464
26,child,1,11633,1,1,-367,0.18121245852316464
26,child,2,-379,0,0,-379,0.18121245852316464
26,child,3,9564,1,0,-436,0.18121245852316464
26,child,4,9538,1,0,-462,0.18121245852316464
26,child,5,29714,3,0,-286,0.18121245852316464
26,child,6,-516,0,0,-516,0.18121245852316464
26,child,7,9607,1,0,-393,0.18121245852316464
26,child,8,19658,2,0,-342,0.18121245852316464
26,child,9,9602,1,0,-398,0.18121245852316464
26,child,10,19666,2,0,-334,0.18121245852316464
26,child,11,39755,4,0,-245,0.18121245852316464
26,child,12,9617,1,0,-383,0.18121245852316464
26,child,13,19698,2,0,-302,0.18121245852316464
26,child,14,9610,1,0,-390,0.18121245852316464
26,child,15,29669,3,0,-331,0.18121245852316464
26,child,16,9597,1,0,-403,0.18121245852316464
26,child,17,9682,1,0,-318,0.18121245852316464
26,child,18,29679,3,0,-321,0.18121245852316464
26,child,19,29670,3,0,-330,0.18121245852316464
26,child,20,19692,2,0,-308,0.18121245852316464
26,child,21,9600,1,0,-400,0.18121245852316464
26,child,22,9659,1,0,-341,0.18121245852316464
26,child,23,-421,0,0,-421,0.18121245852316464
27,champ,-1,29712,3,0,-288,0.17668214706008553
27,child,0,9518,1,0,-482,0.17668214706008553
27,child,1,9582,1,0,-418,0.17668214706008553
27,child,2,39785,4,0,-215,0.17668214706008553
27,child,3,19520,2,0,-480,0.17668214706008553
27,child,4,9640,1,0,-360,0.17668214706008553
27,child,5,31720,3,1,-280,0.17668214706008553
27,child,6,39812,4,0,-188,0.17668214706008553
27,child,7,39746,4,0,-254,0.17668214706008553
27,child,8,9623,1,0,-377,0.17668214706008553
27,child,9,19600,2,0,-400,0.17668214706008553
27,child,10,9568,1,0,-432,0.17668214706008553
27,child,11,19637,2,0,-363,0.17668214706008553
27,child,12,9553,1,0,-447,0.17668214706008553
27,child,13,9543,1,0,-457,0.17668214706008553
27,child,14,11611,1,1,-389,0.17668214706008553
27,child,15,9525,1,0,-475,0.17668214706008553
27,child,16,19634,2,0,-366,0.17668214706008553
27,child,17,19589,2,0,-411,0.17668214706008553
27,child,18,29667,3,0,-333,0.17668214706008553
27,child,19,19644,2,0,-356,0.17668214706008553
27,child,20,19531,2,0,-469,0.17668214706008553
27,child,21,19805,2,0,-195,0.17668214706008553
27,child,22,39727,4,0,-273,0.17668214706008553
27,child,23,9508,1,0,-492,0.17668214706008553
28,champ,-1,29684,3,0,-316,0.1722650933835834
28,child,0,9647,1,0,-353,0.1722650933835834
28,child,1,-588,0,0,-588,0.1722650933835834
28,child,2,19688,2,0,-312,0.1722650933835834
28,child,3,9588,1,0,-412,0.1722650933835834
28,child,4,9572,1,0,-428,0.1722650933835834
28,child,5,39613,4,0,-387,0.1722650933835834
28,child,6,19707,2,0,-293,0.1722650933835834
28,child,7,29585,3,0,-415,0.1722650933835834
28,child,8,21612,2,1,-388,0.1722650933835834
28,child,9,19734,2,0,-266,0.1722650933835834
28,child,10,-393,0,0,-393,0.1722650933835834
28,child,11,11529,1,1,-471,0.1722650933835834
28,child,12,19714,2,0,-286,0.1722650933835834
28,child,13,-499,0,0,-499,0.1722650933835834
28,child,14,-600,0,0,-600,0.1722650933835834
28,child,15,-472,0,0,-472,0.1722650933835834
28,child,16,11590,1,1,-410,0.1722650933835834
28,child,17,49704,5,0,-296,0.1722650933835834
28,child,18,11625,1,1,-375,0.1722650933835834
28,child,19,29776,3,0,-224,0.1722650933835834
28,child,20,19632,2,0,-368,0.1722650933835834
28,child,21,9565,1,0,-435,0.1722650933835834
28,child,22,13683,1,2,-317,0.1722650933835834
28,child,23,-428,0,0,-428,0.1722650933835834
29,champ,-1,29637,3,0,-363,0.1679584660489938
29,child,0,31712,3,1,-288,0.1679584660489938
29,child,1,29668,3,0,-332,0.1679584660489938
29,child,2,21605,2,1,-395,0.1679584660489938
29,child,3,19435,2,0,-565,0.1679584660489938
29,child,4,19709,2,0,-291,0.1679584660489938
29,child,5,19541,2,0,-459,0.1679584660489938
29,child,6,9561,1,0,-439,0.1679584660489938
29,child,7,9661,1,0,-339,0.1679584660489938
29,child,8,19688,2,0,-312,0.1679584660489938
29,child,9,9717,1,0,-283,0.1679584660489938
29,child,10,19642,2,0,-358,0.1679584660489938
29,child,11,9557,1,0,-443,0.1679584660489938
29,child,12,29567,3,0,-433,0.1679584660489938
29,child,13,19709,2,0,-291,0.1679584660489938
29,child,14,9527,1,0,-473,0.1679584660489938
29,child,15,29673,3,0,-327,0.1679584660489938
29,child,16,-474,0,0,-474,0.1679584660489938
29,child,17,9660,1,0,-340,0.1679584660489938
29,child,18,9571,1,0,-429,0.1679584660489938
29,child,19,9646,1,0,-354,0.1679584660489938
29,child,20,9636,1,0,-364,0.1679584660489938
29,child,21,1491,0,1,-509,0.1679584660489938
29,child,22,19637,2,0,-363,0.1679584660489938
29,child,23,11497,1,1,-503,0.1679584660489938
30,champ,-1,19696,2,0,-304,0.16375950439776896
30,child,0,9518,1,0,-482,0.16375950439776896
30,child,1,19585,2,0,-415,0.16375950439776896
30,child,2,29552,3,0,-448,0.16375950439776896
30,child,3,19623,2,0,-377,0.16375950439776896
30,child,4,19550,2,0,-450,0.16375950439776896
30,child,5,19490,2,0,-510,0.16375950439776896
30,child,6,31702,3,1,-298,0.16375950439776896
30,child,7,9701,1,0,-299,0.16375950439776896
30,child,8,-391,0,0,-391,0.16375950439776896
30,child,9,-435,0,0,-435,0.16375950439776896
30,child,10,29677,3,0,-323,0.16375950439776896
30,child,11,39803,4,0,-197,0.16375950439776896
30,child,12,-620,0,0,-620,0.16375950439776896
30,child,13,-541,0,0,-541,0.16375950439776896
30,child,14,-531,0,0,-531,0.16375950439776896
30,child,15,19589,2,0,-411,0.16375950439776896
30,child,16,29515,3,0,-485,0.16375950439776896
30,child,17,19564,2,0,-436,0.16375950439776896
30,child,18,-552,0,0,-552,0.16375950439776896
30,child,19,29553,3,0,-447,0.16375950439776896
30,child,20,39719,4,0,-281,0.16375950439776896
30,child,21,1465,0,1,-535,0.16375950439776896
30,child,22,39839,4,0,-161,0.16375950439776896
30,child,23,19635,2,0,-365,0.16375950439776896
31,champ,-1,11719,1,1,-281,0.15966551678782473
31,child,0,-375,0,0,-375,0.15966551678782473
31,child,1,9682,1,0,-318,0.15966551678782473
31,child,2,19620,2,0,-380,0.15966551678782473
31,child,3,11646,1,1,-354,0.15966551678782473
31,child,4,21650,2,1,-350,0.15966551678782473
31,child,5,11654,1,1,-346,0.15966551678782473
31,child,6,19764,2,0,-236,0.15966551678782473
31,child,7,29763,3,0,-237,0.15966551678782473
31,child,8,19637,2,0,-363,0.15966551678782473
31,child,9,19731,2,0,-269,0.15966551678782473
31,child,10,11647,1,1,-353,0.15966551678782473
31,child,11,9562,1,0,-438,0.15966551678782473
31,child,12,29801,3,0,-199,0.15966551678782473
31,child,13,9646,1,0,-354,0.15966551678782473
31,child,14,9671,1,0,-329,0.15966551678782473
31,child,15,39812,4,0,-188,0.15966551678782473
31,child,16,-315,0,0,-315,0.15966551678782473
31,child,17,19698,2,0,-302,0.15966551678782473
31,child,18,11694,1,1,-306,0.15966551678782473
31,child,19,59833,6,0,-167,0.15966551678782473
31,child,20,9656,1,0,-344,0.15966551678782473
31,child,21,19552,2,0,-448,0.15966551678782473
31,child,22,9641,1,0,-359,0.15966551678782473
31,child,23,29698,3,0,-302,0.15966551678782473
32,champ,-1,19685,2,0,-315,0.1556738788681291
32,child,0,9567,1,0,-433,0.1556738788681291
32,child,1,21633,2,1,-367,0.1556738788681291
32,child,2,9496,1,0,-504,0.1556738788681291
32,child,3,9547,1,0,-453,0.1556738788681291
32,child,4,29647,3,0,-353,0.1556738788681291
32,child,5,19679,2,0,-321,0.1556738788681291
32,child,6,39694,4,0,-306,0.1556738788681291
32,child,7,9657,1,0,-343,0.1556738788681291
32,child,8,39746,4,0,-254,0.1556738788681291
32,child,9,19653,2,0,-347,0.1556738788681291
32,child,10,19742,2,0,-258,0.1556738788681291
32,child,11,9657,1,0,-343,0.1556738788681291
32,child,12,19700,2,0,-300,0.1556738788681291
32,child,13,29782,3,0,-218,0.1556738788681291
32,child,14,19720,2,0,-280,0.1556738788681291
32,child,15,19712,2,0,-288,0.1556738788681291
32,child,16,-489,0,0,-489,0.1556738788681291
32,child,17,21715,2,1,-285,0.1556738788681291
32,child,18,21639,2,1,-361,0.1556738788681291
32,child,19,9756,1,0,-244,0.1556738788681291
32,child,20,31804,3,1,-196,0.1556738788681291
32,child,21,11610,1,1,-390,0.1556738788681291
32,child,22,19739,2,0,-261,0.1556738788681291
32,child,23,19600,2,0,-400,0.1556738788681291
33,champ,-1,39662,4,0,-338,0.1517820318964259
33,child,0,19734,2,0,-266,0.1517820318964259
33,child,1,29674,3,0,-326,0.1517820318964259
33,child,2,19761,2,0,-239,0.1517820318964259
33,child,3,-451,0,0,-451,0.1517820318964259
33,child,4,19640,2,0,-360,0.1517820318964259
33,child,5,9615,1,0,-385,0.1517820318964259
33,child,6,11643,1,1,-357,0.1517820318964259
33,child,7,39777,4,0,-223,0.1517820318964259
33,child,8,9565,1,0,-435,0.1517820318964259
33,child,9,9607,1,0,-393,0.1517820318964259
33,child,10,9664,1,0,-336,0.1517820318964259
33,child,11,19830,2,0,-170,0.1517820318964259
33,child,12,29721,3,0,-279,0.1517820318964259
33,child,13,39687,4,0,-313,0.1517820318964259
33,child,14,19741,2,0,-259,0.1517820318964259
33,child,15,-477,0,0,-477,0.1517820318964259
33,child,16,39787,4,0,-213,0.1517820318964259
33,child,17,29761,3,0,-239,0.1517820318964259
33,child,18,29643,3,0,-357,0.1517820318964259
33,child,19,9571,1,0,-429,0.1517820318964259
33,child,20,9586,1,0,-414,0.1517820318964259
33,child,21,21605,2,1,-395,0.1517820318964259
33,child,22,19748,2,0,-252,0.1517820318964259
33,child,23,29738,3,0,-262,0.1517820318964259
34,champ,-1,31751,3,1,-249,0.14798748109901524
34,child,0,-402,0,0,-402,0.14798748109901524
34,child,1,-595,0,0,-595,0.14798748109901524
34,child,2,19641,2,0,-359,0.14798748109901524
34,child,3,9683,1,0,-317,0.14798748109901524
34,child,4,9558,1,0,-442,0.14798748109901524
34,child,5,9519,1,0,-481,0.14798748109901524
34,child,6,9640,1,0,-360,0.14798748109901524
34,child,7,9744,1,0,-256,0.14798748109901524
34,child,8,9696,1,0,-304,0.14798748109901524
34,child,9,9648,1,0,-352,0.14798748109901524
34,child,10,39786,4,0,-214,0.14798748109901524
34,child,11,19629,2,0,-371,0.14798748109901524
34,child,12,19681,2,0,-319,0.14798748109901524
34,child,13,39736,4,0,-264,0.14798748109901524
34,child,14,9458,1,0,-542,0.14798748109901524
34,child,15,9611,1,0,-389,0.14798748109901524
34,child,16,19652,2,0,-348,0.14798748109901524
34,child,17,19671,2,0,-329,0.14798748109901524
34,child,18,9715,1,0,-285,0.14798748109901524
34,child,19,19635,2,0,-365,0.14798748109901524
34,child,20,9644,1,0,-356,0.14798748109901524
34,child,21,19752,2,0,-248,0.14798748109901524
34,child,22,19567,2,0,-433,0.14798748109901524
34,child,23,49745,5,0,-255,0.14798748109901524
35,champ,-1,19697,2,0,-303,0.14428779407153985
35,child,0,19619,2,0,-381,0.14428779407153985
35,child,1,-373,0,0,-373,0.14428779407153985
35,child,2,-570,0,0,-570,0.14428779407153985
35,child,3,19613,2,0,-387,0.14428779407153985
35,child,4,19706,2,0,-294,0.14428779407153985
35,child,5,9622,1,0,-378,0.14428779407153985
35,child,6,9621,1,0,-379,0.14428779407153985
35,child,7,-436,0,0,-436,0.14428779407153985
35,child,8,41777,4,1,-223,0.14428779407153985
35,child,9,19688,2,0,-312,0.14428779407153985
35,child,10,-441,0,0,-441,0.14428779407153985
35,child,11,11689,1,1,-311,0.14428779407153985
35,child,12,1376,0,1,-624,0.14428779407153985
35,child,13,19722,2,0,-278,0.14428779407153985
35,child,14,19634,2,0,-366,0.14428779407153985
35,child,15,9558,1,0,-442,0.14428779407153985
35,child,16,9612,1,0,-388,0.14428779407153985
35,child,17,21686,2,1,-314,0.14428779407153985
