gen,kind,idx,fit,wins,ties,margin,sigma
35,child,18,29633,3,0,-367,0.14428779407153985
35,child,19,9615,1,0,-385,0.14428779407153985
35,child,20,19700,2,0,-300,0.14428779407153985
35,child,21,19714,2,0,-286,0.14428779407153985
35,child,22,19729,2,0,-271,0.14428779407153985
35,child,23,19677,2,0,-323,0.14428779407153985
36,champ,-1,19705,2,0,-295,0.14068059921975135
36,child,0,-462,0,0,-462,0.14068059921975135
36,child,1,19687,2,0,-313,0.14068059921975135
36,child,2,-523,0,0,-523,0.14068059921975135
36,child,3,19710,2,0,-290,0.14068059921975135
36,child,4,1571,0,1,-429,0.14068059921975135
36,child,5,11644,1,1,-356,0.14068059921975135
36,child,6,19751,2,0,-249,0.14068059921975135
36,child,7,-408,0,0,-408,0.14068059921975135
36,child,8,19734,2,0,-266,0.14068059921975135
36,child,9,29689,3,0,-311,0.14068059921975135
36,child,10,11635,1,1,-365,0.14068059921975135
36,child,11,-509,0,0,-509,0.14068059921975135
36,child,12,9688,1,0,-312,0.14068059921975135
36,child,13,9561,1,0,-439,0.14068059921975135
36,child,14,19611,2,0,-389,0.14068059921975135
36,child,15,29719,3,0,-281,0.14068059921975135
36,child,16,9599,1,0,-401,0.14068059921975135
36,child,17,19681,2,0,-319,0.14068059921975135
36,child,18,-440,0,0,-440,0.14068059921975135
36,child,19,9644,1,0,-356,0.14068059921975135
36,child,20,9639,1,0,-361,0.14068059921975135
36,child,21,9548,1,0,-452,0.14068059921975135
36,child,22,9557,1,0,-443,0.14068059921975135
36,child,23,19652,2,0,-348,0.14068059921975135
37,champ,-1,21714,2,1,-286,0.13716358423925756
37,child,0,29772,3,0,-228,0.13716358423925756
37,child,1,-391,0,0,-391,0.13716358423925756
37,child,2,9574,1,0,-426,0.13716358423925756
37,child,3,9467,1,0,-533,0.13716358423925756
37,child,4,29661,3,0,-339,0.13716358423925756
37,child,5,9667,1,0,-333,0.13716358423925756
37,child,6,19613,2,0,-387,0.13716358423925756
37,child,7,9650,1,0,-350,0.13716358423925756
37,child,8,19771,2,0,-229,0.13716358423925756
37,child,9,-481,0,0,-481,0.13716358423925756
37,child,10,29709,3,0,-291,0.13716358423925756
37,child,11,-479,0,0,-479,0.13716358423925756
37,child,12,19665,2,0,-335,0.13716358423925756
37,child,13,29787,3,0,-213,0.13716358423925756
37,child,14,49775,5,0,-225,0.13716358423925756
37,child,15,39773,4,0,-227,0.13716358423925756
37,child,16,29754,3,0,-246,0.13716358423925756
37,child,17,29780,3,0,-220,0.13716358423925756
37,child,18,-396,0,0,-396,0.13716358423925756
37,child,19,39802,4,0,-198,0.13716358423925756
37,child,20,19650,2,0,-350,0.13716358423925756
37,child,21,19635,2,0,-365,0.13716358423925756
37,child,22,29712,3,0,-288,0.13716358423925756
37,child,23,19645,2,0,-355,0.13716358423925756
38,champ,-1,29783,3,0,-217,0.1337344946332761
38,child,0,21728,2,1,-272,0.1337344946332761
38,child,1,1673,0,1,-327,0.1337344946332761
38,child,2,-545,0,0,-545,0.1337344946332761
38,child,3,19665,2,0,-335,0.1337344946332761
38,child,4,19629,2,0,-371,0.1337344946332761
38,child,5,39750,4,0,-250,0.1337344946332761
38,child,6,9603,1,0,-397,0.1337344946332761
38,child,7,19647,2,0,-353,0.1337344946332761
38,child,8,19747,2,0,-253,0.1337344946332761
38,child,9,9496,1,0,-504,0.1337344946332761
38,child,10,9605,1,0,-395,0.1337344946332761
38,child,11,19667,2,0,-333,0.1337344946332761
38,child,12,19703,2,0,-297,0.1337344946332761
38,child,13,19642,2,0,-358,0.1337344946332761
38,child,14,19703,2,0,-297,0.1337344946332761
38,child,15,29767,3,0,-233,0.1337344946332761
38,child,16,29602,3,0,-398,0.1337344946332761
38,child,17,9690,1,0,-310,0.1337344946332761
38,child,18,19667,2,0,-333,0.1337344946332761
38,child,19,9639,1,0,-361,0.1337344946332761
38,child,20,9645,1,0,-355,0.1337344946332761
38,child,21,9632,1,0,-368,0.1337344946332761
38,child,22,19734,2,0,-266,0.1337344946332761
38,child,23,21679,2,1,-321,0.1337344946332761
39,champ,-1,39803,4,0,-197,0.1303911322674442
39,child,0,19685,2,0,-315,0.1303911322674442
39,child,1,39763,4,0,-237,0.1303911322674442
39,child,2,39774,4,0,-226,0.1303911322674442
39,child,3,19666,2,0,-334,0.1303911322674442
39,child,4,9765,1,0,-235,0.1303911322674442
39,child,5,29765,3,0,-235,0.1303911322674442
39,child,6,19532,2,0,-468,0.1303911322674442
39,child,7,1643,0,1,-357,0.1303911322674442
39,child,8,19782,2,0,-218,0.1303911322674442
39,child,9,9831,1,0,-169,0.1303911322674442
39,child,10,41859,4,1,-141,0.1303911322674442
39,child,11,29741,3,0,-259,0.1303911322674442
39,child,12,19636,2,0,-364,0.1303911322674442
39,child,13,9638,1,0,-362,0.1303911322674442
39,child,14,19798,2,0,-202,0.1303911322674442
39,child,15,29644,3,0,-356,0.1303911322674442
39,child,16,39803,4,0,-197,0.1303911322674442
39,child,17,-467,0,0,-467,0.1303911322674442
39,child,18,29676,3,0,-324,0.1303911322674442
39,child,19,49799,5,0,-201,0.1303911322674442
39,child,20,9681,1,0,-319,0.1303911322674442
39,child,21,29702,3,0,-298,0.1303911322674442
39,child,22,29718,3,0,-282,0.1303911322674442
39,child,23,39782,4,0,-218,0.1303911322674442
40,champ,-1,31796,3,1,-204,0.1271313539607581
40,child,0,9667,1,0,-333,0.1271313539607581
40,child,1,19658,2,0,-342,0.1271313539607581
40,child,2,19580,2,0,-420,0.1271313539607581
40,child,3,39768,4,0,-232,0.1271313539607581
40,child,4,29687,3,0,-313,0.1271313539607581
40,child,5,41918,4,1,-82,0.1271313539607581
40,child,6,29842,3,0,-158,0.1271313539607581
40,child,7,1550,0,1,-450,0.1271313539607581
40,child,8,29723,3,0,-277,0.1271313539607581
40,child,9,9642,1,0,-358,0.1271313539607581
40,child,10,-532,0,0,-532,0.1271313539607581
40,child,11,71936,7,1,-64,0.1271313539607581
40,child,12,29650,3,0,-350,0.1271313539607581
40,child,13,11694,1,1,-306,0.1271313539607581
40,child,14,29836,3,0,-164,0.1271313539607581
40,child,15,-414,0,0,-414,0.1271313539607581
40,child,16,39841,4,0,-159,0.1271313539607581
40,child,17,19724,2,0,-276,0.1271313539607581
40,child,18,19702,2,0,-298,0.1271313539607581
40,child,19,1608,0,1,-392,0.1271313539607581
40,child,20,19624,2,0,-376,0.1271313539607581
40,child,21,49852,5,0,-148,0.1271313539607581
40,child,22,19721,2,0,-279,0.1271313539607581
40,child,23,19684,2,0,-316,0.1271313539607581
41,champ,-1,39907,4,0,-93,0.12395307011173913
41,child,0,11725,1,1,-275,0.12395307011173913
41,child,1,9642,1,0,-358,0.12395307011173913
41,child,2,39795,4,0,-205,0.12395307011173913
41,child,3,19744,2,0,-256,0.12395307011173913
41,child,4,19737,2,0,-263,0.12395307011173913
41,child,5,31634,3,1,-366,0.12395307011173913
41,child,6,9508,1,0,-492,0.12395307011173913
41,child,7,9656,1,0,-344,0.12395307011173913
41,child,8,9692,1,0,-308,0.12395307011173913
41,child,9,9654,1,0,-346,0.12395307011173913
41,child,10,19765,2,0,-235,0.12395307011173913
41,child,11,19738,2,0,-262,0.12395307011173913
41,child,12,-439,0,0,-439,0.12395307011173913
41,child,13,29790,3,0,-210,0.12395307011173913
41,child,14,-424,0,0,-424,0.12395307011173913
41,child,15,-420,0,0,-420,0.12395307011173913
41,child,16,49832,5,0,-168,0.12395307011173913
41,child,17,-391,0,0,-391,0.12395307011173913
41,child,18,29761,3,0,-239,0.12395307011173913
41,child,19,9653,1,0,-347,0.12395307011173913
41,child,20,9508,1,0,-492,0.12395307011173913
41,child,21,29620,3,0,-380,0.12395307011173913
41,child,22,1548,0,1,-452,0.12395307011173913
41,child,23,29704,3,0,-296,0.12395307011173913
42,champ,-1,29784,3,0,-216,0.12085424335894565
42,child,0,19754,2,0,-246,0.12085424335894565
42,child,1,39852,4,0,-148,0.12085424335894565
42,child,2,19711,2,0,-289,0.12085424335894565
42,child,3,19700,2,0,-300,0.12085424335894565
42,child,4,19751,2,0,-249,0.12085424335894565
42,child,5,29796,3,0,-204,0.12085424335894565
42,child,6,19738,2,0,-262,0.12085424335894565
42,child,7,59936,6,0,-64,0.12085424335894565
42,child,8,19687,2,0,-313,0.12085424335894565
42,child,9,29819,3,0,-181,0.12085424335894565
42,child,10,9582,1,0,-418,0.12085424335894565
42,child,11,9711,1,0,-289,0.12085424335894565
42,child,12,19712,2,0,-288,0.12085424335894565
42,child,13,39741,4,0,-259,0.12085424335894565
42,child,14,19754,2,0,-246,0.12085424335894565
42,child,15,9491,1,0,-509,0.12085424335894565
42,child,16,19639,2,0,-361,0.12085424335894565
42,child,17,11740,1,1,-260,0.12085424335894565
42,child,18,39772,4,0,-228,0.12085424335894565
42,child,19,21716,2,1,-284,0.12085424335894565
42,child,20,19602,2,0,-398,0.12085424335894565
42,child,21,23786,2,2,-214,0.12085424335894565
42,child,22,49821,5,0,-179,0.12085424335894565
42,child,23,-390,0,0,-390,0.12085424335894565
43,champ,-1,29716,3,0,-284,0.117832887274972
43,child,0,29754,3,0,-246,0.117832887274972
43,child,1,9669,1,0,-331,0.117832887274972
43,child,2,19649,2,0,-351,0.117832887274972
43,child,3,29738,3,0,-262,0.117832887274972
43,child,4,39845,4,0,-155,0.117832887274972
43,child,5,29776,3,0,-224,0.117832887274972
43,child,6,39753,4,0,-247,0.117832887274972
43,child,7,31809,3,1,-191,0.117832887274972
43,child,8,39915,4,0,-85,0.117832887274972
43,child,9,9648,1,0,-352,0.117832887274972
43,child,10,19672,2,0,-328,0.117832887274972
43,child,11,29763,3,0,-237,0.117832887274972
43,child,12,29709,3,0,-291,0.117832887274972
43,child,13,19665,2,0,-335,0.117832887274972
43,child,14,19758,2,0,-242,0.117832887274972
43,child,15,19679,2,0,-321,0.117832887274972
43,child,16,31733,3,1,-267,0.117832887274972
43,child,17,39775,4,0,-225,0.117832887274972
43,child,18,39745,4,0,-255,0.117832887274972
43,child,19,29734,3,0,-266,0.117832887274972
43,child,20,39842,4,0,-158,0.117832887274972
43,child,21,9754,1,0,-246,0.117832887274972
43,child,22,19811,2,0,-189,0.117832887274972
43,child,23,31853,3,1,-147,0.117832887274972
44,champ,-1,31809,3,1,-191,0.11488706509309769
44,child,0,19661,2,0,-339,0.11488706509309769
44,child,1,29694,3,0,-306,0.11488706509309769
44,child,2,19679,2,0,-321,0.11488706509309769
44,child,3,29667,3,0,-333,0.11488706509309769
44,child,4,19746,2,0,-254,0.11488706509309769
44,child,5,9731,1,0,-269,0.11488706509309769
44,child,6,49804,5,0,-196,0.11488706509309769
44,child,7,19693,2,0,-307,0.11488706509309769
44,child,8,19683,2,0,-317,0.11488706509309769
44,child,9,19588,2,0,-412,0.11488706509309769
44,child,10,29770,3,0,-230,0.11488706509309769
44,child,11,49837,5,0,-163,0.11488706509309769
44,child,12,9657,1,0,-343,0.11488706509309769
44,child,13,19739,2,0,-261,0.11488706509309769
44,child,14,49733,5,0,-267,0.11488706509309769
44,child,15,9705,1,0,-295,0.11488706509309769
44,child,16,9577,1,0,-423,0.11488706509309769
44,child,17,39831,4,0,-169,0.11488706509309769
44,child,18,41773,4,1,-227,0.11488706509309769
44,child,19,19697,2,0,-303,0.11488706509309769
44,child,20,39798,4,0,-202,0.11488706509309769
44,child,21,39826,4,0,-174,0.11488706509309769
44,child,22,39773,4,0,-227,0.11488706509309769
44,child,23,49872,5,0,-128,0.11488706509309769
45,champ,-1,21803,2,1,-197,0.11201488846577025
45,child,0,39772,4,0,-228,0.11201488846577025
45,child,1,19704,2,0,-296,0.11201488846577025
45,child,2,19661,2,0,-339,0.11201488846577025
45,child,3,29690,3,0,-310,0.11201488846577025
45,child,4,9668,1,0,-332,0.11201488846577025
45,child,5,9671,1,0,-329,0.11201488846577025
45,child,6,9700,1,0,-300,0.11201488846577025
45,child,7,31734,3,1,-266,0.11201488846577025
45,child,8,29895,3,0,-105,0.11201488846577025
45,child,9,29738,3,0,-262,0.11201488846577025
45,child,10,19637,2,0,-363,0.11201488846577025
45,child,11,29784,3,0,-216,0.11201488846577025
45,child,12,19838,2,0,-162,0.11201488846577025
45,child,13,19640,2,0,-360,0.11201488846577025
45,child,14,29839,3,0,-161,0.11201488846577025
45,child,15,-385,0,0,-385,0.11201488846577025
45,child,16,29844,3,0,-156,0.11201488846577025
45,child,17,19703,2,0,-297,0.11201488846577025
45,child,18,39752,4,0,-248,0.11201488846577025
45,child,19,19737,2,0,-263,0.11201488846577025
45,child,20,19806,2,0,-194,0.11201488846577025
45,child,21,9598,1,0,-402,0.11201488846577025
45,child,22,19777,2,0,-223,0.11201488846577025
45,child,23,19694,2,0,-306,0.11201488846577025
46,champ,-1,29750,3,0,-250,0.109214516254126
46,child,0,19664,2,0,-336,0.109214516254126
46,child,1,19786,2,0,-214,0.109214516254126
46,child,2,11595,1,1,-405,0.109214516254126
46,child,3,11667,1,1,-333,0.109214516254126
46,child,4,19727,2,0,-273,0.109214516254126
46,child,5,19658,2,0,-342,0.109214516254126
46,child,6,19703,2,0,-297,0.109214516254126
46,child,7,9700,1,0,-300,0.109214516254126
46,child,8,39803,4,0,-197,0.109214516254126
46,child,9,19699,2,0,-301,0.109214516254126
46,child,10,31747,3,1,-253,0.109214516254126
46,child,11,9585,1,0,-415,0.109214516254126
46,child,12,29803,3,0,-197,0.109214516254126
46,child,13,21682,2,1,-318,0.109214516254126
46,child,14,29715,3,0,-285,0.109214516254126
46,child,15,9634,1,0,-366,0.109214516254126
46,child,16,-351,0,0,-351,0.109214516254126
46,child,17,49832,5,0,-168,0.109214516254126
46,child,18,21655,2,1,-345,0.109214516254126
46,child,19,-334,0,0,-334,0.109214516254126
46,child,20,29753,3,0,-247,0.109214516254126
46,child,21,-435,0,0,-435,0.109214516254126
46,child,22,29785,3,0,-215,0.109214516254126
46,child,23,39775,4,0,-225,0.109214516254126
47,champ,-1,49695,5,0,-305,0.10648415334777285
47,child,0,31845,3,1,-155,0.10648415334777285
47,child,1,19742,2,0,-258,0.10648415334777285
47,child,2,21745,2,1,-255,0.10648415334777285
47,child,3,19534,2,0,-466,0.10648415334777285
47,child,4,9618,1,0,-382,0.10648415334777285
47,child,5,29735,3,0,-265,0.10648415334777285
47,child,6,9575,1,0,-425,0.10648415334777285
47,child,7,39853,4,0,-147,0.10648415334777285
47,child,8,9565,1,0,-435,0.10648415334777285
47,child,9,11587,1,1,-413,0.10648415334777285
47,child,10,9553,1,0,-447,0.10648415334777285
47,child,11,21693,2,1,-307,0.10648415334777285
47,child,12,19780,2,0,-220,0.10648415334777285
47,child,13,19673,2,0,-327,0.10648415334777285
47,child,14,9701,1,0,-299,0.10648415334777285
47,child,15,9639,1,0,-361,0.10648415334777285
47,child,16,39870,4,0,-130,0.10648415334777285
47,child,17,29733,3,0,-267,0.10648415334777285
47,child,18,29690,3,0,-310,0.10648415334777285
47,child,19,49831,5,0,-169,0.10648415334777285
47,child,20,29765,3,0,-235,0.10648415334777285
47,child,21,9545,1,0,-455,0.10648415334777285
47,child,22,9586,1,0,-414,0.10648415334777285
47,child,23,19622,2,0,-378,0.10648415334777285
48,champ,-1,9787,1,0,-213,0.10382204951407853
48,child,0,19683,2,0,-317,0.10382204951407853
48,child,1,19739,2,0,-261,0.10382204951407853
48,child,2,49808,5,0,-192,0.10382204951407853
48,child,3,19714,2,0,-286,0.10382204951407853
48,child,4,19619,2,0,-381,0.10382204951407853
48,child,5,19623,2,0,-377,0.10382204951407853
48,child,6,11713,1,1,-287,0.10382204951407853
48,child,7,9633,1,0,-367,0.10382204951407853
48,child,8,9650,1,0,-350,0.10382204951407853
48,child,9,19734,2,0,-266,0.10382204951407853
48,child,10,11675,1,1,-325,0.10382204951407853
48,child,11,39696,4,0,-304,0.10382204951407853
48,child,12,29646,3,0,-354,0.10382204951407853
48,child,13,19698,2,0,-302,0.10382204951407853
48,child,14,19567,2,0,-433,0.10382204951407853
48,child,15,29648,3,0,-352,0.10382204951407853
48,child,16,19820,2,0,-180,0.10382204951407853
48,child,17,19633,2,0,-367,0.10382204951407853
48,child,18,29759,3,0,-241,0.10382204951407853
48,child,19,9496,1,0,-504,0.10382204951407853
48,child,20,9610,1,0,-390,0.10382204951407853
48,child,21,19629,2,0,-371,0.10382204951407853
48,child,22,9530,1,0,-470,0.10382204951407853
48,child,23,9642,1,0,-358,0.10382204951407853
49,champ,-1,39765,4,0,-235,0.10122649827622657
49,child,0,9505,1,0,-495,0.10122649827622657
49,child,1,9604,1,0,-396,0.10122649827622657
49,child,2,29738,3,0,-262,0.10122649827622657
49,child,3,-368,0,0,-368,0.10122649827622657
49,child,4,19705,2,0,-295,0.10122649827622657
49,child,5,-335,0,0,-335,0.10122649827622657
49,child,6,9613,1,0,-387,0.10122649827622657
49,child,7,1557,0,1,-443,0.10122649827622657
49,child,8,19618,2,0,-382,0.10122649827622657
49,child,9,39828,4,0,-172,0.10122649827622657
49,child,10,9561,1,0,-439,0.10122649827622657
49,child,11,9593,1,0,-407,0.10122649827622657
49,child,12,19751,2,0,-249,0.10122649827622657
49,child,13,29716,3,0,-284,0.10122649827622657
49,child,14,19628,2,0,-372,0.10122649827622657
49,child,15,9516,1,0,-484,0.10122649827622657
49,child,16,19634,2,0,-366,0.10122649827622657
49,child,17,19688,2,0,-312,0.10122649827622657
49,child,18,19672,2,0,-328,0.10122649827622657
49,child,19,21655,2,1,-345,0.10122649827622657
49,child,20,29694,3,0,-306,0.10122649827622657
49,child,21,-419,0,0,-419,0.10122649827622657
49,child,22,21777,2,1,-223,0.10122649827622657
49,child,23,9722,1,0,-278,0.10122649827622657
50,champ,-1,19734,2,0,-266,0.0986958358193209
50,child,0,19757,2,0,-243,0.0986958358193209
50,child,1,-380,0,0,-380,0.0986958358193209
50,child,2,39867,4,0,-133,0.0986958358193209
50,child,3,39721,4,0,-279,0.0986958358193209
50,child,4,9627,1,0,-373,0.0986958358193209
50,child,5,19668,2,0,-332,0.0986958358193209
50,child,6,29673,3,0,-327,0.0986958358193209
50,child,7,9699,1,0,-301,0.0986958358193209
50,child,8,49870,5,0,-130,0.0986958358193209
50,child,9,19526,2,0,-474,0.0986958358193209
50,child,10,29717,3,0,-283,0.0986958358193209
50,child,11,29745,3,0,-255,0.0986958358193209
50,child,12,19689,2,0,-311,0.0986958358193209
50,child,13,9579,1,0,-421,0.0986958358193209
50,child,14,9614,1,0,-386,0.0986958358193209
50,child,15,-380,0,0,-380,0.0986958358193209
50,child,16,19643,2,0,-357,0.0986958358193209
50,child,17,21770,2,1,-230,0.0986958358193209
50,child,18,-392,0,0,-392,0.0986958358193209
50,child,19,9597,1,0,-403,0.0986958358193209
50,child,20,19633,2,0,-367,0.0986958358193209
50,child,21,9703,1,0,-297,0.0986958358193209
50,child,22,29680,3,0,-320,0.0986958358193209
50,child,23,39753,4,0,-247,0.0986958358193209
51,champ,-1,39953,4,0,-47,0.09622843992383788
51,child,0,9702,1,0,-298,0.09622843992383788
51,child,1,41866,4,1,-134,0.09622843992383788
51,child,2,21797,2,1,-203,0.09622843992383788
51,child,3,29801,3,0,-199,0.09622843992383788
51,child,4,39663,4,0,-337,0.09622843992383788
51,child,5,9649,1,0,-351,0.09622843992383788
51,child,6,19656,2,0,-344,0.09622843992383788
51,child,7,19616,2,0,-384,0.09622843992383788
51,child,8,9711,1,0,-289,0.09622843992383788
51,child,9,9682,1,0,-318,0.09622843992383788
51,child,10,19784,2,0,-216,0.09622843992383788
51,child,11,29709,3,0,-291,0.09622843992383788
51,child,12,19819,2,0,-181,0.09622843992383788
51,child,13,29793,3,0,-207,0.09622843992383788
51,child,14,19685,2,0,-315,0.09622843992383788
51,child,15,9594,1,0,-406,0.09622843992383788
51,child,16,19729,2,0,-271,0.09622843992383788
51,child,17,19542,2,0,-458,0.09622843992383788
51,child,18,11627,1,1,-373,0.09622843992383788
51,child,19,31784,3,1,-216,0.09622843992383788
51,child,20,29703,3,0,-297,0.09622843992383788
51,child,21,39768,4,0,-232,0.09622843992383788
51,child,22,29717,3,0,-283,0.09622843992383788
51,child,23,19611,2,0,-389,0.09622843992383788
52,champ,-1,29718,3,0,-282,0.09382272892574194
52,child,0,-436,0,0,-436,0.09382272892574194
52,child,1,39763,4,0,-237,0.09382272892574194
52,child,2,9733,1,0,-267,0.09382272892574194
52,child,3,19704,2,0,-296,0.09382272892574194
52,child,4,19634,2,0,-366,0.09382272892574194
52,child,5,19675,2,0,-325,0.09382272892574194
52,child,6,29788,3,0,-212,0.09382272892574194
52,child,7,39843,4,0,-157,0.09382272892574194
52,child,8,29738,3,0,-262,0.09382272892574194
52,child,9,49879,5,0,-121,0.09382272892574194
52,child,10,-536,0,0,-536,0.09382272892574194
52,child,11,11619,1,1,-381,0.09382272892574194
52,child,12,9631,1,0,-369,0.09382272892574194
52,child,13,29733,3,0,-267,0.09382272892574194
52,child,14,19586,2,0,-414,0.09382272892574194
52,child,15,11699,1,1,-301,0.09382272892574194
52,child,16,11580,1,1,-420,0.09382272892574194
52,child,17,19738,2,0,-262,0.09382272892574194
52,child,18,29603,3,0,-397,0.09382272892574194
52,child,19,31709,3,1,-291,0.09382272892574194
52,child,20,29659,3,0,-341,0.09382272892574194
52,child,21,29645,3,0,-355,0.09382272892574194
52,child,22,29855,3,0,-145,0.09382272892574194
52,child,23,9657,1,0,-343,0.09382272892574194
53,champ,-1,49879,5,0,-121,0.09147716070259838
53,child,0,21767,2,1,-233,0.09147716070259838
53,child,1,19728,2,0,-272,0.09147716070259838
53,child,2,19852,2,0,-148,0.09147716070259838
53,child,3,-411,0,0,-411,0.09147716070259838
53,child,4,9646,1,0,-354,0.09147716070259838
53,child,5,19741,2,0,-259,0.09147716070259838
53,child,6,9615,1,0,-385,0.09147716070259838
53,child,7,21717,2,1,-283,0.09147716070259838
53,child,8,19622,2,0,-378,0.09147716070259838
53,child,9,29667,3,0,-333,0.09147716070259838
53,child,10,19687,2,0,-313,0.09147716070259838
53,child,11,39913,4,0,-87,0.09147716070259838
53,child,12,29798,3,0,-202,0.09147716070259838
53,child,13,21774,2,1,-226,0.09147716070259838
53,child,14,19786,2,0,-214,0.09147716070259838
53,child,15,21810,2,1,-190,0.09147716070259838
53,child,16,9649,1,0,-351,0.09147716070259838
53,child,17,9542,1,0,-458,0.09147716070259838
53,child,18,19694,2,0,-306,0.09147716070259838
53,child,19,29750,3,0,-250,0.09147716070259838
53,child,20,39764,4,0,-236,0.09147716070259838
53,child,21,39761,4,0,-239,0.09147716070259838
53,child,22,19681,2,0,-319,0.09147716070259838
