generation,kind,index,fitness,wins,ties,margin,sigma
34,child,6,60453,6,0,453,0.1065026023621303
34,child,7,60448,6,0,448,0.1065026023621303
34,child,8,60486,6,0,486,0.1065026023621303
34,child,9,60506,6,0,506,0.1065026023621303
34,child,10,60448,6,0,448,0.1065026023621303
34,child,11,60416,6,0,416,0.1065026023621303
34,child,12,60473,6,0,473,0.1065026023621303
34,child,13,60396,6,0,396,0.1065026023621303
34,child,14,60553,6,0,553,0.1065026023621303
34,child,15,60603,6,0,603,0.1065026023621303
34,child,16,60385,6,0,385,0.1065026023621303
34,child,17,60458,6,0,458,0.1065026023621303
34,child,18,60465,6,0,465,0.1065026023621303
34,child,19,60462,6,0,462,0.1065026023621303
34,child,20,60350,6,0,350,0.1065026023621303
34,child,21,60544,6,0,544,0.1065026023621303
34,child,22,60377,6,0,377,0.1065026023621303
34,child,23,60434,6,0,434,0.1065026023621303
35,champion,-1,60565,6,0,565,0.10330752429126638
35,child,0,60398,6,0,398,0.10330752429126638
35,child,1,60590,6,0,590,0.10330752429126638
35,child,2,60387,6,0,387,0.10330752429126638
35,child,3,60466,6,0,466,0.10330752429126638
35,child,4,60364,6,0,364,0.10330752429126638
35,child,5,60391,6,0,391,0.10330752429126638
35,child,6,60454,6,0,454,0.10330752429126638
35,child,7,60539,6,0,539,0.10330752429126638
35,child,8,60488,6,0,488,0.10330752429126638
35,child,9,60513,6,0,513,0.10330752429126638
35,child,10,60526,6,0,526,0.10330752429126638
35,child,11,60469,6,0,469,0.10330752429126638
35,child,12,60418,6,0,418,0.10330752429126638
35,child,13,60389,6,0,389,0.10330752429126638
35,child,14,60433,6,0,433,0.10330752429126638
35,child,15,60457,6,0,457,0.10330752429126638
35,child,16,60382,6,0,382,0.10330752429126638
35,child,17,60480,6,0,480,0.10330752429126638
35,child,18,60440,6,0,440,0.10330752429126638
35,child,19,60449,6,0,449,0.10330752429126638
35,child,20,60411,6,0,411,0.10330752429126638
35,child,21,60423,6,0,423,0.10330752429126638
35,child,22,60436,6,0,436,0.10330752429126638
35,child,23,60404,6,0,404,0.10330752429126638
36,champion,-1,60515,6,0,515,0.10020829856252839
36,child,0,60402,6,0,402,0.10020829856252839
36,child,1,60442,6,0,442,0.10020829856252839
36,child,2,60480,6,0,480,0.10020829856252839
36,child,3,60505,6,0,505,0.10020829856252839
36,child,4,60514,6,0,514,0.10020829856252839
36,child,5,60517,6,0,517,0.10020829856252839
36,child,6,60444,6,0,444,0.10020829856252839
36,child,7,60425,6,0,425,0.10020829856252839
36,child,8,60463,6,0,463,0.10020829856252839
36,child,9,60528,6,0,528,0.10020829856252839
36,child,10,60516,6,0,516,0.10020829856252839
36,child,11,60435,6,0,435,0.10020829856252839
36,child,12,60547,6,0,547,0.10020829856252839
36,child,13,60505,6,0,505,0.10020829856252839
36,child,14,60500,6,0,500,0.10020829856252839
36,child,15,60499,6,0,499,0.10020829856252839
36,child,16,60385,6,0,385,0.10020829856252839
36,child,17,60407,6,0,407,0.10020829856252839
36,child,18,60471,6,0,471,0.10020829856252839
36,child,19,60467,6,0,467,0.10020829856252839
36,child,20,60501,6,0,501,0.10020829856252839
36,child,21,60554,6,0,554,0.10020829856252839
36,child,22,60550,6,0,550,0.10020829856252839
36,child,23,60468,6,0,468,0.10020829856252839
37,champion,-1,60554,6,0,554,0.09720204960565253
37,child,0,60464,6,0,464,0.09720204960565253
37,child,1,60539,6,0,539,0.09720204960565253
37,child,2,60331,6,0,331,0.09720204960565253
37,child,3,60430,6,0,430,0.09720204960565253
37,child,4,60415,6,0,415,0.09720204960565253
37,child,5,60529,6,0,529,0.09720204960565253
37,child,6,60417,6,0,417,0.09720204960565253
37,child,7,60402,6,0,402,0.09720204960565253
37,child,8,60553,6,0,553,0.09720204960565253
37,child,9,60420,6,0,420,0.09720204960565253
37,child,10,60474,6,0,474,0.09720204960565253
37,child,11,60532,6,0,532,0.09720204960565253
37,child,12,60431,6,0,431,0.09720204960565253
37,child,13,60327,6,0,327,0.09720204960565253
37,child,14,60482,6,0,482,0.09720204960565253
37,child,15,60484,6,0,484,0.09720204960565253
37,child,16,60346,6,0,346,0.09720204960565253
37,child,17,60513,6,0,513,0.09720204960565253
37,child,18,60467,6,0,467,0.09720204960565253
37,child,19,60509,6,0,509,0.09720204960565253
37,child,20,50332,5,0,332,0.09720204960565253
37,child,21,60496,6,0,496,0.09720204960565253
37,child,22,60445,6,0,445,0.09720204960565253
37,child,23,60560,6,0,560,0.09720204960565253
38,champion,-1,60525,6,0,525,0.09428598811748296
38,child,0,60503,6,0,503,0.09428598811748296
38,child,1,60440,6,0,440,0.09428598811748296
38,child,2,60588,6,0,588,0.09428598811748296
38,child,3,60517,6,0,517,0.09428598811748296
38,child,4,60442,6,0,442,0.09428598811748296
38,child,5,60474,6,0,474,0.09428598811748296
38,child,6,60463,6,0,463,0.09428598811748296
38,child,7,60569,6,0,569,0.09428598811748296
38,child,8,60476,6,0,476,0.09428598811748296
38,child,9,40452,4,0,452,0.09428598811748296
38,child,10,60472,6,0,472,0.09428598811748296
38,child,11,60486,6,0,486,0.09428598811748296
38,child,12,60487,6,0,487,0.09428598811748296
38,child,13,60506,6,0,506,0.09428598811748296
38,child,14,60432,6,0,432,0.09428598811748296
38,child,15,60529,6,0,529,0.09428598811748296
38,child,16,60507,6,0,507,0.09428598811748296
38,child,17,60570,6,0,570,0.09428598811748296
38,child,18,60497,6,0,497,0.09428598811748296
38,child,19,60452,6,0,452,0.09428598811748296
38,child,20,60475,6,0,475,0.09428598811748296
38,child,21,60479,6,0,479,0.09428598811748296
38,child,22,60451,6,0,451,0.09428598811748296
38,child,23,60468,6,0,468,0.09428598811748296
39,champion,-1,60548,6,0,548,0.09145740847395846
39,child,0,60444,6,0,444,0.09145740847395846
39,child,1,60479,6,0,479,0.09145740847395846
39,child,2,60503,6,0,503,0.09145740847395846
39,child,3,60465,6,0,465,0.09145740847395846
39,child,4,60453,6,0,453,0.09145740847395846
39,child,5,60541,6,0,541,0.09145740847395846
39,child,6,60493,6,0,493,0.09145740847395846
39,child,7,60504,6,0,504,0.09145740847395846
39,child,8,60608,6,0,608,0.09145740847395846
39,child,9,60511,6,0,511,0.09145740847395846
39,child,10,60481,6,0,481,0.09145740847395846
39,child,11,60409,6,0,409,0.09145740847395846
39,child,12,60427,6,0,427,0.09145740847395846
39,child,13,50467,5,0,467,0.09145740847395846
39,child,14,60378,6,0,378,0.09145740847395846
39,child,15,60559,6,0,559,0.09145740847395846
39,child,16,60532,6,0,532,0.09145740847395846
39,child,17,60471,6,0,471,0.09145740847395846
39,child,18,60514,6,0,514,0.09145740847395846
39,child,19,60446,6,0,446,0.09145740847395846
39,child,20,60411,6,0,411,0.09145740847395846
39,child,21,60469,6,0,469,0.09145740847395846
39,child,22,60546,6,0,546,0.09145740847395846
39,child,23,60439,6,0,439,0.09145740847395846
40,champion,-1,60556,6,0,556,0.0887136862197397
40,child,0,60562,6,0,562,0.0887136862197397
40,child,1,60481,6,0,481,0.0887136862197397
40,child,2,60449,6,0,449,0.0887136862197397
40,child,3,60463,6,0,463,0.0887136862197397
40,child,4,60534,6,0,534,0.0887136862197397
40,child,5,60476,6,0,476,0.0887136862197397
40,child,6,60462,6,0,462,0.0887136862197397
40,child,7,60575,6,0,575,0.0887136862197397
40,child,8,60490,6,0,490,0.0887136862197397
40,child,9,60566,6,0,566,0.0887136862197397
40,child,10,60387,6,0,387,0.0887136862197397
40,child,11,60598,6,0,598,0.0887136862197397
40,child,12,60463,6,0,463,0.0887136862197397
40,child,13,60441,6,0,441,0.0887136862197397
40,child,14,60442,6,0,442,0.0887136862197397
40,child,15,60401,6,0,401,0.0887136862197397
40,child,16,60473,6,0,473,0.0887136862197397
40,child,17,60455,6,0,455,0.0887136862197397
40,child,18,60469,6,0,469,0.0887136862197397
40,child,19,60520,6,0,520,0.0887136862197397
40,child,20,60525,6,0,525,0.0887136862197397
40,child,21,60592,6,0,592,0.0887136862197397
40,child,22,60557,6,0,557,0.0887136862197397
40,child,23,60534,6,0,534,0.0887136862197397
