generation,kind,index,fitness,wins,ties,margin,sigma
8,child,11,-981,0,0,-981,0.23512300783130874
8,child,12,-984,0,0,-984,0.23512300783130874
8,child,13,-620,0,0,-620,0.23512300783130874
8,child,14,19520,2,0,-480,0.23512300783130874
8,child,15,9249,1,0,-751,0.23512300783130874
8,child,16,-1023,0,0,-1023,0.23512300783130874
8,child,17,-906,0,0,-906,0.23512300783130874
8,child,18,-649,0,0,-649,0.23512300783130874
8,child,19,-1017,0,0,-1017,0.23512300783130874
8,child,20,-682,0,0,-682,0.23512300783130874
8,child,21,19218,2,0,-782,0.23512300783130874
8,child,22,29794,3,0,-206,0.23512300783130874
8,child,23,-755,0,0,-755,0.23512300783130874
9,champion,-1,19596,2,0,-404,0.22806931759636948
9,child,0,19627,2,0,-373,0.22806931759636948
9,child,1,-808,0,0,-808,0.22806931759636948
9,child,2,-796,0,0,-796,0.22806931759636948
9,child,3,9481,1,0,-519,0.22806931759636948
9,child,4,29671,3,0,-329,0.22806931759636948
9,child,5,-949,0,0,-949,0.22806931759636948
9,child,6,19559,2,0,-441,0.22806931759636948
9,child,7,9565,1,0,-435,0.22806931759636948
9,child,8,-1048,0,0,-1048,0.22806931759636948
9,child,9,9411,1,0,-589,0.22806931759636948
9,child,10,19789,2,0,-211,0.22806931759636948
9,child,11,29458,3,0,-542,0.22806931759636948
9,child,12,-701,0,0,-701,0.22806931759636948
9,child,13,9280,1,0,-720,0.22806931759636948
9,child,14,-1301,0,0,-1301,0.22806931759636948
9,child,15,-861,0,0,-861,0.22806931759636948
9,child,16,9518,1,0,-482,0.22806931759636948
9,child,17,9564,1,0,-436,0.22806931759636948
9,child,18,-737,0,0,-737,0.22806931759636948
9,child,19,-878,0,0,-878,0.22806931759636948
9,child,20,-610,0,0,-610,0.22806931759636948
9,child,21,-757,0,0,-757,0.22806931759636948
9,child,22,9486,1,0,-514,0.22806931759636948
9,child,23,9179,1,0,-821,0.22806931759636948
10,champion,-1,9442,1,0,-558,0.22122723806847838
10,child,0,-725,0,0,-725,0.22122723806847838
10,child,1,9439,1,0,-561,0.22122723806847838
10,child,2,-819,0,0,-819,0.22122723806847838
